P1797_RNA_01	P1797_RNA_02	P1797_RNA_03	P1797_RNA_04	P1797_RNA_05	P1797_RNA_06	P1797_RNA_07	P1797_RNA_08	P1797_RNA_09	P1797_RNA_10	P1797_RNA_11	P1797_RNA_12	P1797_RNA_13	P1797_RNA_14	P1797_RNA_15	P1797_RNA_16	P1797_RNA_17	P1797_RNA_18	P1797_RNA_19	P1797_RNA_20	P1797_RNA_21	P1797_RNA_22	P1797_RNA_23	P1797_RNA_24
ENSMUSG00000034413	6898	5804	6580	9086	6482	5258	6429	5568	3265	3437	3583	2348	2980	3938	4048	2339	4774	2679	4616	4143	2880	3673	2480	4280
ENSMUSG00000031626	3498	2602	3125	1615	2794	3175	1763	2580	2122	1304	4155	3566	1282	1360	2503	1388	903	625	977	821	1978	1953	1773	475
ENSMUSG00000019558	42129	50458	58785	67840	29722	32419	27122	48551	38018	30612	53808	36231	17351	36983	28703	66811	49121	30545	60563	39900	66101	37220	33144	36960
ENSMUSG00000057609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026840	0	0	0	3	2	4	2	2	6	0	1	0	1	32	5	2	7	7	37	2	157	110	14	17
ENSMUSG00000053746	1217	1410	1609	1298	1230	1063	1348	1112	738	1077	1017	1124	1104	1522	1440	2652	1452	820	1827	1182	1203	1245	1968	2608
ENSMUSG00000029521	1212	1585	1730	569	936	1234	926	1749	1058	1131	1752	1394	469	1037	1457	828	930	490	1077	716	1214	1227	968	469
ENSMUSG00000030017	98445	80764	91382	590405	44595	27484	133995	274383	638959	413402	213605	22072	65156	240764	237621	6288	1017510	104043	233490	785231	58296	240375	340081	381809
ENSMUSG00000033596	7270	6455	7286	5685	5911	7079	5108	8758	6708	6779	9002	5532	3775	7110	8910	7599	6686	2733	5371	4932	6735	7478	6221	4728
ENSMUSG00000056598	156	139	148	328	178	157	149	286	177	119	200	157	102	162	123	223	197	51	138	139	161	132	204	142
ENSMUSG00000090662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028399	7770	7038	7372	13098	7605	6855	6479	8324	7409	4830	6819	4854	5098	11843	9289	8452	10230	2861	5661	7903	6841	7274	8917	4873
ENSMUSG00000066441	3641	3231	3850	2081	3133	3430	2776	4183	4340	3058	7026	3786	1978	2775	4230	2805	2591	1210	2288	2026	2873	2709	2421	1614
ENSMUSG00000020661	4241	3414	3878	3552	3799	3449	2725	5130	3382	2132	3805	2280	1551	2957	3437	3235	2192	1220	2433	1784	3170	3992	3444	1729
ENSMUSG00000109293	100	48	43	85	50	66	39	106	70	34	62	37	35	19	37	34	31	30	38	30	33	38	15	40
ENSMUSG00000075126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054196	19	0	0	2	25	20	19	1	0	0	0	0	0	36	7	0	0	29	10	0	4	8	155	157
ENSMUSG00000103295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092463	0	0	2	7	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000100916	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000103098	7	3	0	4	0	1	0	13	11	0	2	3	0	4	3	7	0	0	3	2	3	0	27	0
ENSMUSG00000019189	11563	10341	11161	9076	9547	10369	7398	16282	9500	6358	10476	6817	3383	8734	8802	8371	7785	4090	7787	6398	10576	8815	8237	4835
ENSMUSG00000049741	6	4	7	3	7	3	6	3	1	4	3	6	7	7	7	1	0	0	9	0	5	5	2	1
ENSMUSG00000032679	278	251	260	160	185	175	238	115	244	136	343	347	202	177	291	291	170	74	192	149	340	342	890	108
ENSMUSG00000049287	2310	2353	2511	1570	1965	1796	1858	1726	1645	1318	1687	1070	1302	1441	2182	1061	1154	840	1731	1053	1401	1733	1242	1403
ENSMUSG00000094119	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002059	98	11	25	66	46	57	44	68	96	71	60	39	130	133	64	66	102	112	259	67	237	162	1083	89
ENSMUSG00000094892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028437	8378	6531	7134	7787	7384	6461	6802	8443	6545	6529	8642	5882	4963	6981	7800	7414	8805	3547	6922	6853	7318	6188	7616	7037
ENSMUSG00000083283	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038957	3766	3790	4277	2598	2917	3279	2551	3219	2974	3217	3793	3146	1922	2555	2886	3147	2605	1820	3630	2145	3727	2705	2398	2171
ENSMUSG00000018654	649	250	251	794	371	849	431	429	592	762	706	255	498	1032	312	471	1068	635	953	784	2874	5288	1649	1868
ENSMUSG00000085627	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114816	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000048337	0	0	0	4	0	1	0	0	0	4	0	1	3	0	2	0	1	0	0	0	10	0	3	3
ENSMUSG00000006784	105	78	82	97	83	112	29	180	107	70	113	136	33	41	57	89	47	37	62	41	78	57	78	22
ENSMUSG00000023333	4	4	3	14	6	5	9	8	4	20	2	6	24	17	14	11	11	14	34	7	22	23	21	8
ENSMUSG00000078906	0	0	3	13	9	17	3	0	7	2	10	5	13	30	11	0	0	0	3	0	0	0	1	0
ENSMUSG00000085791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109740	2	4	0	0	0	1	1	0	0	0	3	1	1	0	0	0	0	1	2	1	0	3	1	3
ENSMUSG00000049001	82	71	79	85	68	121	62	76	55	15	95	89	43	66	62	38	48	29	55	30	117	96	75	31
ENSMUSG00000038544	2231	1926	1977	1610	1716	2106	1574	2472	2140	1877	2774	1709	1088	2110	2523	2093	2016	800	1392	1451	1854	2328	1938	1364
ENSMUSG00000043943	1	2	3	23	3	4	0	7	8	6	1	9	8	33	2	2	13	9	10	10	16	31	202	22
ENSMUSG00000111719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050578	1	8	0	26	2	11	2	7	11	38	167	22	3219	1571	86	93	52	121	278	73	189	484	13011	948
ENSMUSG00000084024	0	0	0	5	4	2	3	6	4	0	2	0	0	1	2	4	0	0	0	2	0	2	5	0
ENSMUSG00000104252	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSMUSG00000023120	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027737	344	343	393	763	478	445	228	351	313	648	448	363	542	4493	1213	794	1448	321	446	1044	1096	3650	4845	2004
ENSMUSG00000103960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034384	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000038677	5	5	8	8	10	5	21	1	0	2	0	1	3	3	2	1	0	5	8	11	6	1	29	0
ENSMUSG00000078905	5	3	16	6	5	8	7	9	0	5	19	18	5	13	2	9	7	6	3	11	10	13	11	2
ENSMUSG00000095388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040383	7289	7377	8183	5379	5625	7022	5717	6874	7672	5504	11812	5632	3864	6709	7905	7939	5543	2610	5353	4044	6389	6666	5751	3013
ENSMUSG00000066392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000083695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ENSMUSG00000110109	0	2	1	0	1	0	1	2	0	0	2	0	0	0	0	0	0	0	1	1	3	1	0	0
ENSMUSG00000090817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004040	22464	19507	21596	21285	16388	17252	16064	23192	24791	15497	32986	16040	11228	23842	22645	26810	20491	10680	21446	16776	24438	19578	21402	17235
ENSMUSG00000095044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036599	154	116	119	165	109	141	137	110	190	156	196	67	137	220	140	38	229	156	196	170	493	772	642	680
ENSMUSG00000105248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028039	542	196	184	163	353	248	289	232	128	101	113	186	229	137	257	23	198	83	147	149	149	171	176	121
ENSMUSG00000052334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041617	29	24	31	29	27	21	37	37	30	14	26	21	56	26	38	11	22	22	10	7	26	41	27	6
ENSMUSG00000068824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029787	6489	5452	5727	10103	7516	6679	4877	7142	7708	5271	9896	5812	4201	6759	7106	9198	7801	2550	3950	6018	5220	5761	6654	4453
ENSMUSG00000078681	2402	2626	2972	955	2041	1836	1760	1523	2201	2006	2856	2799	2016	1468	1774	1500	1555	946	2238	1365	2806	1566	1611	1394
ENSMUSG00000028974	3879	3679	4354	3026	3040	3341	2775	4186	3323	2938	4276	2875	1825	2824	3689	3480	3017	1577	3159	2400	3618	2995	2935	2518
ENSMUSG00000110253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051335	556	414	463	993	721	547	635	366	328	271	376	260	279	634	389	392	605	251	445	491	389	783	468	622
ENSMUSG00000028059	8572	8572	9701	14711	9080	8202	8171	10333	8917	5530	9210	5668	5119	7776	8382	7981	9631	4497	9065	7745	9160	9325	8121	7715
ENSMUSG00000031935	3873	3275	3699	2387	2813	2979	2513	3639	3431	2921	4794	3257	2245	2940	3435	3084	2889	1621	2867	2159	3498	3123	2934	2028
ENSMUSG00000051851	18	11	18	14	25	30	6	15	11	7	10	19	9	13	4	16	19	9	38	16	34	45	150	36
ENSMUSG00000036586	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	4	0
ENSMUSG00000046213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074210	55	40	43	22	37	54	47	60	51	13	91	81	44	26	32	13	26	18	102	39	58	67	60	15
ENSMUSG00000052217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043614	121	97	79	91	81	87	72	109	74	61	62	92	85	92	84	11	72	48	151	45	127	90	108	70
ENSMUSG00000030671	841	841	871	588	766	1014	475	949	685	678	1133	627	406	982	1080	852	845	240	373	737	795	2354	936	1106
ENSMUSG00000032875	149	220	288	106	127	170	72	274	122	80	116	159	49	102	141	102	59	84	272	59	262	248	585	75
ENSMUSG00000090093	163	150	155	145	224	184	152	187	115	134	286	126	129	278	211	167	125	52	93	97	62	78	221	46
ENSMUSG00000113983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027356	17430	14479	15863	12593	16288	15118	11493	17620	13333	11852	17371	11380	7960	10982	16157	10973	9283	5748	11878	7336	13511	12200	10536	5562
ENSMUSG00000042386	25	4	5	36	60	30	27	39	25	2	14	13	12	31	13	51	46	13	21	30	26	44	37	18
ENSMUSG00000010311	1	0	1	0	0	1	0	2	2	15	4	0	0	0	0	2	5	0	0	0	0	2	91	0
ENSMUSG00000050064	241	224	246	278	300	259	195	390	204	143	261	222	107	173	229	217	125	46	80	106	164	181	155	61
ENSMUSG00000075297	18	4	24	12	11	16	15	28	14	15	56	46	15	63	15	59	41	10	28	22	70	153	118	20
ENSMUSG00000039081	540	399	475	428	519	467	527	620	641	208	378	213	250	240	580	96	377	109	109	215	198	346	649	242
ENSMUSG00000020105	7161	5260	5963	6227	6102	5676	4284	7143	6044	2451	8011	6590	3193	4864	4671	5897	3309	2015	3700	2530	5206	5443	3480	1849
ENSMUSG00000066896	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039114	98	55	79	5	117	113	199	8	8	4	36	12	15	73	35	0	9	3	4	2	2	53	206	4
ENSMUSG00000031389	581	442	550	738	313	853	342	878	749	628	686	431	375	473	260	536	738	414	919	606	1688	3137	1730	1406
ENSMUSG00000051527	8	8	5	12	18	8	5	16	4	6	2	6	0	4	2	20	8	4	2	7	4	16	23	5
ENSMUSG00000057315	1104	664	717	597	1673	1405	1344	586	896	379	1256	596	882	774	1884	105	551	198	362	457	612	1471	1144	335
ENSMUSG00000020545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000044949	400	270	326	346	336	318	246	346	311	185	285	190	166	291	312	257	290	78	159	194	214	299	316	227
ENSMUSG00000030610	1581	1558	1804	936	1172	1298	1069	1028	1322	1050	1572	1187	902	757	1415	1124	834	581	1150	612	1329	1093	901	589
ENSMUSG00000006307	8038	6815	7645	7765	6703	5920	5259	9121	7024	3661	5705	3761	2581	5222	5241	7437	4226	2965	6207	3398	6537	7010	7449	3462
ENSMUSG00000105763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103395	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	6	1	0	0	0	4	64	0
ENSMUSG00000049571	1	4	0	5	9	0	1	6	2	5	3	2	1	1	0	4	2	0	8	0	7	8	13	0
ENSMUSG00000084063	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
ENSMUSG00000058709	10012	9262	11098	7522	7838	7802	7964	7709	7297	5939	7964	6339	5442	6424	8406	6332	5093	3811	8006	4465	7074	6527	5878	8240
ENSMUSG00000035454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043448	5	1	1	5	1	4	3	1	9	4	6	2	7	0	8	0	9	3	0	3	4	12	28	0
ENSMUSG00000063730	532	334	384	759	587	505	1939	823	609	497	551	384	425	620	494	583	808	216	496	593	653	792	842	429
ENSMUSG00000054083	42	39	33	85	33	30	13	137	107	76	139	27	9	31	36	77	23	30	390	53	115	45	102	41
ENSMUSG00000066456	107	44	49	58	133	101	122	82	53	48	48	52	128	60	107	67	69	35	38	53	112	208	493	62
ENSMUSG00000028862	1108	1616	1727	1469	706	947	612	1186	1624	936	2788	852	355	1149	965	2020	1140	764	1462	885	1690	1079	1289	777
ENSMUSG00000072259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027654	1111	1839	2131	664	801	1272	885	1841	751	802	1079	642	185	758	1371	975	446	210	520	357	641	831	760	344
ENSMUSG00000020589	1061	452	539	828	1487	944	1084	470	728	336	626	391	939	1164	1563	133	1050	251	603	751	696	1582	1147	870
ENSMUSG00000026069	27	29	41	69	9	38	45	87	46	65	41	31	2035	940	27	27	120	71	107	122	142	557	16860	414
ENSMUSG00000026125	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037001	240	223	267	206	203	249	185	201	242	132	413	294	208	186	272	174	135	63	93	123	137	278	178	123
ENSMUSG00000083987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047187	20559	15638	17560	17203	18844	19850	15168	21678	19119	17934	26877	17953	12168	17109	24615	19722	19522	7576	11852	15491	15368	17723	15452	16550
ENSMUSG00000021420	5001	4704	5354	3016	3633	4119	3874	3894	4963	3892	5474	4573	3395	2783	4714	2755	2932	1994	3997	2373	4040	2419	2287	2262
ENSMUSG00000005917	1	1	4	13	0	2	0	5	0	0	0	3	1	0	0	1	1	0	2	4	7	4	1	1
ENSMUSG00000036565	7797	6884	7774	4869	6643	5246	7217	4719	4336	1821	4377	2994	3170	3096	4356	1734	2939	2092	3779	2480	5351	6457	3892	2905
ENSMUSG00000081342	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067614	2	0	0	0	0	0	0	0	0	2	1	0	2	0	3	2	0	0	0	2	14	20	18	22
ENSMUSG00000022053	0	0	1	22	1	1	0	7	5	1	6	3	0	10	4	0	3	3	1	9	10	10	12	24
ENSMUSG00000112472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038126	880	1010	1135	613	707	901	563	1191	794	718	1275	799	320	911	1323	1216	611	311	546	580	898	1345	958	351
ENSMUSG00000020444	9981	7644	8462	4826	7885	7860	7322	7029	8740	6899	9263	7112	6638	4792	7914	4187	5715	3676	8086	4646	8357	6556	5622	4888
ENSMUSG00000070369	65	37	35	161	73	61	67	164	75	42	49	30	49	54	39	8	190	48	83	152	67	173	85	368
ENSMUSG00000027495	4278	3734	4236	2442	3702	3787	3321	3474	3655	2564	4723	4640	3123	2535	3221	2065	2585	1976	4209	2054	4154	2943	2984	1822
ENSMUSG00000034560	2724	3384	3753	3402	2688	3377	2407	3997	4079	5889	5128	3043	2376	5414	5482	6578	5411	2215	5709	3933	6990	5325	7901	3759
ENSMUSG00000109988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096969	2	0	0	1	2	0	10	3	0	0	1	0	1	0	1	0	0	0	6	4	5	5	2	0
ENSMUSG00000042682	7087	5513	6045	4325	6419	5813	5285	6145	5333	5448	7698	5735	4221	5237	7001	6002	6152	2258	3799	4765	4483	5498	7391	5531
ENSMUSG00000031561	10	6	8	7	8	15	5	10	3	0	6	9	7	20	3	7	16	6	9	6	12	23	291	15
ENSMUSG00000023236	224	165	187	116	249	288	265	119	85	63	118	174	251	98	225	108	125	27	49	134	95	182	238	40
ENSMUSG00000003814	111528	111305	124815	84264	77813	94575	73639	90196	128199	132127	140122	98592	45014	94658	141646	149138	108326	52069	104063	85995	102888	75739	86650	73814
ENSMUSG00000082600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049115	28	48	53	42	15	100	2	47	15	9	71	66	4	4	16	62	17	6	4	11	15	6	64	17
ENSMUSG00000037235	16857	13040	15054	11483	16192	13541	14078	10790	13193	7367	12582	9961	10703	6828	12836	3490	8325	6646	13294	6495	11792	9784	7817	5852
ENSMUSG00000028680	3103	1808	1995	2182	2511	1933	1613	2572	1900	1161	1737	2639	851	2250	1058	4174	2236	1313	2676	1929	2055	2502	8723	3999
ENSMUSG00000029759	5343	4108	4502	4957	5081	5239	4576	4980	6077	4518	8618	6279	4636	5750	7306	5590	5589	1751	2934	4313	4141	3650	4469	3542
ENSMUSG00000028195	202	243	276	255	217	273	293	628	1591	435	343	2513	342	732	734	709	284	253	398	178	416	856	9108	728
ENSMUSG00000026082	607	491	566	875	720	692	523	1062	884	550	937	849	396	1139	705	1179	798	284	624	588	906	1217	1238	527
ENSMUSG00000113923	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022591	2	0	2	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	4	4	0	0	0	0
ENSMUSG00000031504	2801	2030	2239	1755	2158	1887	2098	1749	1376	1040	1757	1511	1484	1934	1584	985	1391	723	1265	1222	1485	2099	1925	2250
ENSMUSG00000023083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030525	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000018846	20089	16958	17329	30629	22670	18794	16180	16724	18463	14566	25922	14228	12556	24963	24024	23607	22403	6327	8539	17971	13056	16131	21051	16694
ENSMUSG00000055763	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000094613	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020019	738	371	409	274	738	584	658	106	192	106	374	391	599	174	632	28	248	82	125	182	202	320	346	237
ENSMUSG00000091345	7	3	4	56	3	8	16	7	27	17	25	9	23	47	22	8	64	66	87	79	119	68	279	41
ENSMUSG00000027340	8066	5491	5977	9469	8201	6701	6911	9019	6654	4025	5459	3726	5087	6679	5904	7414	5760	3171	5729	4406	5378	5716	7388	4929
ENSMUSG00000035606	28	11	10	7	32	17	21	27	27	11	33	16	5	10	23	1	29	8	18	27	32	25	24	16
ENSMUSG00000052316	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	3	4	1	0	24
ENSMUSG00000057672	16600	14585	16838	17193	11550	13844	12822	15171	15645	9193	14204	11010	9151	11062	12208	16938	11436	8330	16957	9772	16245	12771	12061	12538
ENSMUSG00000022991	0	5	4	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	5	0
ENSMUSG00000091771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071493	8	0	2	11	1	4	1	14	4	1	3	1	2	1	3	5	9	4	15	8	7	13	3	3
ENSMUSG00000069939	452	473	585	464	158	500	434	275	523	549	854	405	427	318	244	323	542	167	793	500	680	368	605	294
ENSMUSG00000025921	3268	2312	2806	3516	2941	2593	2344	2808	2749	3916	4003	2321	2193	3588	3038	7166	5920	3058	5611	4645	6261	3584	7458	6134
ENSMUSG00000026980	4173	3610	3943	8933	4338	3909	4507	5696	4151	3144	3651	3031	2155	5790	5365	9424	5668	1621	2596	4709	4047	3390	3091	2682
ENSMUSG00000020460	54854	49486	56842	24415	39596	45715	40224	45518	56787	76893	89773	79340	57402	45819	58112	39448	53002	24026	51866	40603	72274	52388	65420	43230
ENSMUSG00000009863	40364	37233	42220	29225	31887	30445	34495	29738	35231	28864	37018	36916	35795	28578	35748	17527	32210	19588	36865	24984	34861	22587	19786	25105
ENSMUSG00000033737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0
ENSMUSG00000020171	3459	3657	4060	2628	2896	3359	2931	3144	3062	3016	5048	3135	2387	2746	3670	2597	2701	1341	2832	1973	3351	2901	2571	2180
ENSMUSG00000045318	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	2	0	5	0
ENSMUSG00000089669	4100	4543	4793	3669	3084	3350	2760	4456	5538	4327	5289	5721	2226	2440	3605	3167	3655	2189	4299	2883	5142	2268	2163	2022
ENSMUSG00000026819	4374	3355	3752	3217	3698	3234	3154	3320	3400	2177	3575	2503	1701	3542	3134	3769	3012	1585	3337	2565	2597	2784	3786	3742
ENSMUSG00000100882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074405	2676	2094	2508	2389	2185	2147	1901	2686	2435	1185	2058	1494	1083	1391	1797	1502	1317	835	1820	1001	2085	2132	1776	1007
ENSMUSG00000027263	8009	6944	7389	9724	6947	7692	5786	10868	10107	9054	11133	7486	4548	6943	8061	13824	10240	3906	6990	7715	7976	5670	6910	5223
ENSMUSG00000028356	239	129	152	82	311	256	317	85	55	20	43	75	237	88	153	18	107	40	82	53	91	184	127	49
ENSMUSG00000059327	4	9	7	10	9	10	12	7	6	5	10	15	0	10	14	4	20	15	17	16	15	17	41	4
ENSMUSG00000083859	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000029265	3078	2535	2499	2519	3144	2876	1930	2780	2528	2060	4326	2685	1750	3102	4084	3846	2483	1093	1331	1979	2248	3555	3226	2371
ENSMUSG00000039633	897	536	598	642	559	619	362	1045	651	620	702	547	335	791	755	1313	515	369	558	458	789	680	827	501
ENSMUSG00000030335	10077	9692	10640	6034	7845	7733	7870	9246	9409	11316	11175	9562	6844	8497	11358	9580	9359	3847	8034	7396	8376	6799	6987	7039
ENSMUSG00000080205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036555	848	833	950	636	784	891	830	892	831	501	954	761	842	635	855	285	548	464	891	518	1180	1215	980	542
ENSMUSG00000058073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046500	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	5	1	0	0	0	0	0	0	0
ENSMUSG00000051184	2129	2098	2336	1189	1326	1398	1666	1077	1484	1293	1758	1602	1601	1025	1379	813	1010	1015	2084	975	1933	1342	1196	1193
ENSMUSG00000094719	7	7	5	6	7	1	2	8	11	5	2	10	10	16	10	5	8	3	5	9	6	10	7	6
ENSMUSG00000035228	28	15	24	21	15	10	16	26	9	3	15	14	16	3	16	10	9	11	19	8	19	22	13	12
ENSMUSG00000114179	0	1	2	1	0	3	0	0	0	5	0	3	0	0	0	0	3	0	6	0	2	0	3	1
ENSMUSG00000021579	7	4	6	9	0	7	2	15	7	10	6	4	10	2	8	10	8	7	1	4	8	4	1	0
ENSMUSG00000020461	6	3	2	5	3	2	2	8	6	5	1	2	6	0	1	0	6	0	5	3	3	7	9	0
ENSMUSG00000038260	34310	27489	31037	63825	32792	25644	38499	30262	32236	18102	21512	15856	28500	24457	31686	17197	29336	20299	38878	24113	32529	23854	24954	26468
ENSMUSG00000002020	24	40	28	36	18	22	16	17	30	16	29	20	1	15	19	35	19	31	42	9	44	36	167	14
ENSMUSG00000030653	5152	4242	6408	360	7852	5455	5801	2516	1513	620	2267	1099	1593	1671	1859	952	340	621	797	1794	1092	2180	2000	208
ENSMUSG00000014592	1151	686	635	640	1067	928	720	991	747	478	1019	865	764	920	1316	312	667	503	716	574	864	1384	1208	441
ENSMUSG00000097328	71	36	31	64	45	50	50	29	27	25	48	31	61	62	35	13	56	67	83	36	73	120	575	106
ENSMUSG00000082414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ENSMUSG00000099980	0	0	4	1	0	2	3	0	0	6	1	10	0	2	1	0	13	2	0	4	13	2	0	0
ENSMUSG00000035245	1021	1075	1302	971	916	1102	772	1672	1460	1006	1678	1158	816	1382	1619	1434	924	462	998	758	1360	1528	1747	753
